女,7,3,是,书房,舒适,舒适,很舒适,舒适,有,我坐着时侧对着窗,流畅,台式电脑,关心,几乎从不,很少,很少,很少,很少,经常,经常,很少,有时候,有时候,经常,有时候,有时候,有时候,有时候,有时候,有时候,有时候,很少,有时候,有时候,有时候,有时候,几乎总是,经常,经常
女,7,6,是,书房,很舒适,有点不舒适,很舒适,很舒适,有,我周围都是窗,流畅,笔记本电脑,很关心,很少,很少,很少,有时候,很少,经常,几乎总是,有时候,经常,总是,总是,几乎总是,总是,几乎总是,几乎总是,几乎总是,经常,经常,有时候,很少,有时候,有时候,有时候,几乎总是,几乎总是,几乎总是
男,7,5,是,我自己的卧室,舒适,有点舒适,舒适,很舒适,有,我坐着时侧对着窗,有点流畅,平板,关心,有时候,很少,从不,有时候,有时候,有时候,几乎总是,总是,有时候,总是,总是,总是,总是,总是,总是,总是,总是,总是,经常,总是,总是,有时候,有时候,经常,经常,经常
女,7,4,是,我自己的卧室,有点舒适,舒适,有点舒适,舒适,有,我坐着时侧对着窗,一般,笔记本电脑,很关心,经常,很少,几乎从不,很少,很少,有时候,总是,总是,总是,几乎总是,几乎总是,几乎总是,经常,有时候,经常,总是,经常,经常,有时候,几乎总是,有时候,几乎从不,几乎从不,几乎总是,几乎总是,几乎总是
男,7,4,否,其它地方,舒适,舒适,一般,一般,有,我坐着时侧对着窗,流畅,台式电脑,很关心,有时候,有时候,很少,有时候,有时候,有时候,有时候,很少,有时候,经常,经常,经常,经常,总是,有时候,总是,有时候,有时候,很少,经常,有时候,很少,很少,很少,有时候,有时候
女,7,3,是,我自己的卧室,舒适,舒适,舒适,舒适,有,我坐着时侧对着窗,流畅,笔记本电脑,关心,经常,几乎从不,几乎从不,有时候,有时候,很少,几乎总是,很少,有时候,有时候,很少,经常,很少,经常,经常,几乎总是,经常,经常,很少,几乎总是,经常,有时候,很少,几乎总是,有时候,有时候
男,7,6,是,书房,舒适,舒适,舒适,舒适,有,我坐着时侧对着窗,流畅,平板,关心,有时候,经常,很少,有时候,有时候,有时候,有时候,很少,很少,经常,总是,总是,总是,几乎总是,几乎总是,几乎总是,几乎总是,几乎总是,经常,经常,很少,很少,很少,总是,很少,很少
男,7,4,是,我自己的卧室,一般,一般,有点不舒适,不舒适,有,我坐着时面对窗,有点不流畅,笔记本电脑,一般,很少,很少,很少,很少,很少,很少,很少,几乎从不,几乎从不,总是,总是,总是,总是,有时候,经常,很少,经常,几乎总是,几乎从不,几乎总是,很少,几乎从不,从不,很少,很少,很少
女,8,4,否,客厅,一般,有点不舒适,不舒适,一般,没有,我周围没有窗,有点不流畅,平板,很关心,几乎从不,经常,有时候,有时候,很少,几乎从不,很少,几乎从不,很少,有时候,经常,有时候,有时候,经常,有时候,经常,很少,经常,经常,经常,有时候,很少,几乎从不,经常,有时候,有时候
女,8,5,是,我自己的卧室,舒适,一般,舒适,舒适,有,我坐着时面对窗,有点不流畅,笔记本电脑,关心,有时候,经常,经常,有时候,有时候,有时候,几乎总是,经常,经常,有时候,经常,经常,经常,总是,总是,总是,总是,总是,经常,几乎总是,经常,有时候,有时候,经常,经常,经常
女,8,3,是,书房,很舒适,有点舒适,很舒适,很舒适,有,我坐着时面对窗,流畅,台式电脑,很关心,经常,有时候,很少,有时候,有时候,有时候,几乎总是,总是,总是,几乎总是,几乎总是,经常,经常,总是,总是,总是,几乎总是,几乎总是,几乎总是,总是,几乎总是,几乎总是,总是,总是,总是,总是
男,8,4,否,客厅,舒适,舒适,一般,舒适,有,我坐着时侧对着窗,流畅,平板,关心,经常,经常,有时候,有时候,经常,有时候,有时候,很少,有时候,经常,几乎总是,几乎总是,经常,几乎总是,几乎总是,几乎总是,几乎总是,几乎总是,有时候,有时候,有时候,经常,很少,几乎总是,几乎总是,几乎总是
女,8,3,否,客厅,一般,舒适,有点舒适,舒适,有,我坐着时面对窗,流畅,手机,关心,经常,几乎从不,从不,几乎从不,很少,几乎从不,有时候,有时候,有时候,经常,经常,经常,经常,总是,几乎总是,经常,经常,有时候,有时候,经常,经常,有时候,很少,经常,经常,经常
男,8,2,否,我自己的卧室,一般,有点舒适,舒适,很舒适,有,我坐着时侧对着窗,一般,平板,很关心,经常,很少,几乎总是,很少,几乎从不,有时候,有时候,经常,有时候,有时候,有时候,有时候,经常,经常,经常,有时候,经常,经常,有时候,有时候,有时候,有时候,有时候,很少,很少,有时候
男,8,5,是,我自己的卧室,很舒适,很舒适,很舒适,很舒适,有,我坐着时侧对着窗,很流畅,台式电脑,很关心,经常,有时候,很少,有时候,有时候,经常,总是,总是,总是,总是,总是,总是,总是,经常,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是
男,8,3,是,书房,一般,一般,有点不舒适,一般,有,我坐着时侧对着窗,一般,手机,有点关心,有时候,有时候,有时候,有时候,有时候,有时候,经常,经常,经常,经常,有时候,有时候,有时候,有时候,有时候,有时候,有时候,有时候,经常,几乎总是,经常,经常,经常,经常,经常,经常
女,8,4,是,我自己的卧室,很舒适,一般,很舒适,舒适,有,我坐着时面对窗,流畅,平板,很关心,经常,有时候,有时候,经常,有时候,经常,几乎总是,经常,经常,几乎总是,经常,总是,几乎总是,几乎总是,经常,总是,几乎总是,几乎总是,总是,总是,几乎总是,有时候,经常,几乎总是,总是,总是
男,8,5,是,我自己的卧室,有点舒适,有点舒适,有点舒适,舒适,有,我坐着时面对窗,流畅,笔记本电脑,关心,几乎从不,有时候,几乎从不,有时候,很少,有时候,经常,很少,经常,几乎总是,几乎总是,几乎总是,几乎总是,经常,经常,经常,经常,总是,几乎从不,几乎总是,经常,有时候,从不,经常,很少,经常
男,8,5,是,书房,很舒适,一般,舒适,舒适,有,我坐着时面对窗,一般,笔记本电脑,很关心,很少,几乎从不,几乎从不,几乎从不,几乎从不,几乎从不,几乎从不,几乎总是,几乎总是,几乎总是,几乎总是,几乎总是,几乎总是,几乎总是,几乎总是,几乎总是,总是,经常,几乎总是,几乎总是,经常,有时候,有时候,几乎总是,几乎总是,几乎总是
女,8,3,否,客厅,舒适,舒适,舒适,很舒适,有,我坐着时面对窗,有点流畅,台式电脑,很关心,经常,有时候,有时候,有时候,有时候,经常,经常,很少,几乎从不,经常,经常,几乎总是,几乎总是,几乎总是,几乎总是,总是,几乎总是,总是,总是,总是,经常,总是,总是,总是,总是,总是
男,8,3,是,客厅,舒适,舒适,很舒适,舒适,有,我坐着时侧对着窗,流畅,笔记本电脑,关心,有时候,几乎从不,很少,从不,几乎从不,几乎从不,经常,几乎总是,几乎总是,总是,总是,总是,总是,总是,总是,有时候,总是,几乎总是,总是,有时候,总是,总是,经常,总是,总是,总是
男,8,5,是,书房,一般,一般,一般,一般,有,我坐着时面对窗,很流畅,台式电脑,一般,从不,从不,从不,从不,从不,有时候,很少,总是,很少,很少,很少,很少,很少,总是,总是,总是,总是,总是,很少,总是,总是,有时候,有时候,经常,经常,经常
男,8,4,是,客厅,舒适,舒适,舒适,很舒适,有,我坐着时侧对着窗,很流畅,台式电脑,很关心,有时候,有时候,从不,几乎从不,几乎从不,从不,从不,有时候,有时候,很少,总是,总是,几乎总是,总是,总是,总是,总是,总是,总是,总是,总是,有时候,有时候,总是,总是,总是
男,8,4,是,我自己的卧室,舒适,一般,舒适,舒适,有,我坐着时面对窗,流畅,笔记本电脑,关心,有时候,经常,经常,很少,有时候,有时候,有时候,有时候,经常,经常,几乎总是,几乎总是,经常,总是,经常,几乎总是,经常,经常,经常,几乎总是,经常,有时候,有时候,经常,经常,经常
女,8,4,是,我自己的卧室,舒适,舒适,舒适,舒适,有,我周围没有窗,有点流畅,平板,关心,有时候,很少,有时候,很少,很少,有时候,经常,总是,总是,有时候,有时候,经常,经常,总是,经常,总是,经常,经常,有时候,总是,经常,经常,经常,经常,几乎总是,经常
男,8,4,是,其它地方,舒适,舒适,一般,一般,有,我坐着时面对窗,有点不流畅,台式电脑,关心,经常,有时候,很少,有时候,很少,很少,很少,总是,有时候,几乎总是,总是,几乎总是,几乎总是,几乎总是,几乎总是,几乎总是,几乎总是,几乎总是,经常,经常,经常,经常,有时候,几乎总是,几乎总是,几乎总是
女,8,3,是,书房,很舒适,很舒适,很舒适,很舒适,有,我坐着时侧对着窗,一般,笔记本电脑,很关心,从不,几乎从不,从不,几乎从不,几乎从不,几乎总是,几乎总是,经常,总是,总是,总是,总是,总是,总是,总是,几乎总是,总是,总是,几乎总是,总是,几乎总是,几乎总是,有时候,总是,几乎总是,几乎总是
女,8,3,是,我自己的卧室,一般,有点舒适,舒适,有点舒适,有,我坐着时面对窗,很流畅,笔记本电脑,很关心,经常,有时候,有时候,有时候,有时候,有时候,有时候,很少,经常,有时候,有时候,有时候,有时候,经常,有时候,有时候,有时候,有时候,有时候,有时候,有时候,有时候,有时候,经常,有时候,有时候
男,8,3,是,我自己的卧室,一般,舒适,很舒适,不舒适,有,我坐着时侧对着窗,有点不流畅,笔记本电脑,很关心,总是,总是,总是,总是,总是,几乎总是,几乎总是,几乎总是,几乎总是,总是,几乎总是,几乎总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是
男,8,3,是,我自己的卧室,很舒适,很舒适,很舒适,舒适,有,我坐着时侧对着窗,有点不流畅,笔记本电脑,很关心,有时候,几乎从不,几乎从不,很少,很少,很少,很少,经常,经常,经常,经常,经常,经常,几乎总是,总是,有时候,总是,总是,从不,经常,经常,几乎从不,从不,总是,很少,总是
男,8,3,是,我自己的卧室,舒适,有点舒适,有点舒适,有点舒适,有,我坐着时侧对着窗,有点不流畅,台式电脑,关心,从不,从不,从不,从不,从不,从不,经常,很少,很少,有时候,经常,经常,经常,总是,经常,经常,有时候,有时候,有时候,有时候,从不,几乎从不,很少,总是,经常,总是
男,8,4,是,阳台,舒适,舒适,舒适,舒适,有,我坐着时侧对着窗,有点不流畅,平板,关心,很少,从不,从不,几乎从不,很少,有时候,很少,有时候,有时候,经常,经常,几乎总是,总是,几乎总是,有时候,有时候,总是,几乎总是,几乎总是,几乎总是,经常,有时候,几乎从不,有时候,很少,几乎总是
女,8,更多,是,我自己的卧室,舒适,舒适,舒适,舒适,有,我坐着时面对窗,流畅,台式电脑,关心,经常,从不,从不,有时候,从不,有时候,经常,经常,有时候,经常,经常,经常,有时候,总是,总是,总是,经常,经常,有时候,总是,经常,经常,很少,总是,总是,总是
女,8,4,是,我自己的卧室,很舒适,舒适,很舒适,很舒适,有,我坐着时侧对着窗,流畅,笔记本电脑,关心,经常,经常,经常,几乎总是,有时候,经常,总是,总是,几乎总是,几乎总是,总是,总是,总是,几乎总是,总是,总是,几乎总是,总是,几乎总是,几乎总是,几乎总是,几乎总是,几乎总是,总是,总是,总是
女,8,4,是,我自己的卧室,舒适,舒适,舒适,舒适,有,我坐着时面对窗,流畅,台式电脑,关心,有时候,几乎从不,几乎从不,几乎从不,几乎从不,有时候,经常,几乎总是,几乎总是,有时候,经常,经常,经常,几乎总是,经常,有时候,有时候,经常,有时候,有时候,有时候,很少,很少,经常,经常,经常
女,8,4,是,书房,一般,一般,一般,一般,有,我坐着时面对窗,一般,台式电脑,很关心,有时候,有时候,从不,从不,有时候,有时候,有时候,总是,总是,从不,经常,总是,总是,经常,经常,有时候,经常,经常,有时候,经常,经常,经常,经常,总是,经常,总是
男,8,5,是,我自己的卧室,有点舒适,一般,很舒适,舒适,有,我坐着时面对窗,流畅,笔记本电脑,很关心,经常,有时候,很少,很少,有时候,经常,几乎总是,经常,几乎总是,有时候,总是,经常,总是,总是,总是,总是,经常,总是,几乎总是,经常,几乎总是,几乎总是,有时候,总是,总是,总是
男,8,4,是,我自己的卧室,很舒适,舒适,很舒适,很舒适,有,我坐着时侧对着窗,有点流畅,笔记本电脑,关心,几乎从不,几乎从不,从不,很少,有时候,很少,经常,几乎从不,有时候,经常,总是,总是,总是,总是,有时候,总是,有时候,几乎总是,有时候,经常,有时候,很少,有时候,几乎总是,经常,有时候
男,8,4,是,我自己的卧室,舒适,舒适,舒适,舒适,有,我坐着时侧对着窗,一般,笔记本电脑,关心,经常,经常,几乎总是,经常,经常,经常,经常,几乎总是,几乎总是,经常,经常,经常,经常,经常,经常,经常,经常,经常,很少,经常,有时候,有时候,有时候,经常,经常,经常
男,8,6,否,我自己的卧室,一般,一般,一般,一般,有,我坐着时侧对着窗,一般,台式电脑,一般,有时候,有时候,很少,有时候,有时候,很少,有时候,有时候,有时候,总是,有时候,经常,经常,经常,经常,经常,经常,经常,有时候,经常,有时候,很少,很少,有时候,有时候,经常
男,8,2,是,书房,有点不舒适,有点不舒适,舒适,很舒适,有,我坐着时侧对着窗,有点不流畅,笔记本电脑,关心,经常,很少,有时候,有时候,很少,有时候,很少,总是,总是,总是,几乎总是,总是,总是,经常,几乎总是,有时候,几乎总是,几乎总是,有时候,总是,很少,经常,很少,从不,从不,有时候
男,8,更多,否,其它地方,有点不舒适,有点不舒适,有点不舒适,有点不舒适,有,我周围没有窗,有点不流畅,笔记本电脑,关心,经常,很少,有时候,有时候,有时候,从不,从不,从不,从不,总是,几乎总是,总是,总是,几乎总是,几乎总是,几乎总是,几乎总是,几乎总是,几乎总是,几乎总是,从不,从不,从不,从不,从不,从不
男,8,4,是,客厅,舒适,有点舒适,舒适,很舒适,有,我坐着时面对窗,有点流畅,笔记本电脑,关心,有时候,很少,有时候,有时候,有时候,有时候,有时候,有时候,有时候,几乎总是,几乎总是,总是,经常,几乎总是,几乎总是,经常,经常,经常,经常,几乎总是,经常,经常,经常,几乎总是,几乎总是,经常
男,8,3,是,书房,舒适,舒适,一般,舒适,有,我坐着时侧对着窗,一般,手机,一般,有时候,很少,很少,几乎从不,有时候,几乎从不,很少,很少,有时候,有时候,总是,有时候,有时候,经常,有时候,有时候,有时候,有时候,很少,很少,很少,很少,几乎从不,经常,很少,经常
男,8,4,是,书房,很舒适,舒适,舒适,舒适,有,我坐着时侧对着窗,一般,台式电脑,关心,很少,很少,有时候,很少,很少,经常,经常,经常,经常,总是,总是,总是,总是,经常,经常,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是
女,8,4,是,书房,很舒适,很舒适,很舒适,很舒适,有,我坐着时面对窗,有点流畅,台式电脑,很关心,很少,很少,有时候,经常,经常,很少,很少,几乎从不,有时候,几乎从不,总是,有时候,几乎从不,很少,总是,总是,总是,总是,有时候,总是,总是,很少,很少,总是,总是,总是
女,8,4,是,我自己的卧室,很舒适,舒适,很舒适,很舒适,有,我坐着时侧对着窗,一般,笔记本电脑,关心,从不,从不,从不,有时候,有时候,从不,几乎从不,经常,经常,有时候,几乎总是,总是,有时候,有时候,几乎总是,几乎总是,经常,几乎总是,有时候,几乎总是,有时候,很少,很少,总是,经常,几乎总是
男,8,3,否,客厅,一般,一般,舒适,舒适,有,我坐着时面对窗,一般,笔记本电脑,有点关心,很少,几乎从不,从不,从不,从不,很少,经常,从不,经常,经常,有时候,有时候,有时候,经常,经常,经常,经常,经常,有时候,经常,很少,很少,很少,很少,很少,很少
女,8,3,是,我自己的卧室,舒适,舒适,一般,一般,有,我坐着时侧对着窗,有点不流畅,台式电脑,一般,有时候,有时候,经常,有时候,有时候,有时候,有时候,经常,几乎从不,很少,总是,总是,经常,从不,几乎总是,总是,经常,有时候,从不,经常,经常,有时候,有时候,有时候,有时候,有时候
女,8,3,是,书房,有点舒适,一般,一般,有点不舒适,有,我坐着时侧对着窗,有点不流畅,平板,关心,有时候,很少,有时候,很少,很少,有时候,有时候,有时候,有时候,经常,经常,经常,经常,总是,有时候,经常,经常,经常,有时候,有时候,有时候,很少,很少,经常,经常,经常
女,8,6,是,我自己的卧室,舒适,舒适,很舒适,舒适,有,我坐着时侧对着窗,流畅,电视,关心,有时候,很少,很少,很少,有时候,有时候,有时候,有时候,有时候,经常,有时候,经常,经常,总是,有时候,经常,有时候,有时候,有时候,有时候,有时候,有时候,很少,经常,经常,经常
男,8,3,是,客厅,一般,一般,有点舒适,一般,有,我坐着时侧对着窗,有点不流畅,笔记本电脑,很关心,有时候,有时候,有时候,有时候,有时候,经常,总是,总是,总是,经常,经常,总是,经常,有时候,有时候,几乎总是,有时候,有时候,从不,有时候,很少,从不,从不,有时候,从不,有时候
女,8,3,是,我自己的卧室,一般,一般,一般,一般,有,我坐着时侧对着窗,有点不流畅,笔记本电脑,一般,有时候,有时候,有时候,有时候,有时候,有时候,有时候,有时候,经常,有时候,有时候,总是,有时候,几乎总是,有时候,有时候,有时候,有时候,有时候,有时候,有时候,有时候,有时候,有时候,有时候,有时候
女,8,3,是,书房,很舒适,很舒适,很舒适,很舒适,有,我坐着时面对窗,流畅,笔记本电脑,很关心,有时候,很少,几乎从不,有时候,有时候,几乎总是,总是,有时候,经常,有时候,总是,总是,几乎总是,几乎总是,几乎总是,总是,总是,总是,几乎总是,几乎总是,几乎总是,经常,经常,总是,总是,总是
女,7,5,是,我自己的卧室,一般,有点不舒适,非常不舒适,一般,有,我坐着时面对窗,有点不流畅,笔记本电脑,不太关心,总是,有时候,有时候,总是,经常,几乎总是,经常,总是,总是,有时候,经常,几乎总是,总是,总是,总是,几乎总是,总是,总是,有时候,有时候,经常,几乎总是,总是,经常,经常,经常
女,7,6,是,我自己的卧室,舒适,一般,舒适,舒适,有,我坐着时侧对着窗,很流畅,台式电脑,关心,几乎总是,很少,几乎从不,几乎从不,几乎从不,从不,几乎总是,几乎从不,总是,几乎总是,经常,几乎总是,总是,几乎总是,经常,经常,经常,经常,经常,几乎总是,经常,很少,有时候,总是,总是,总是
女,7,5,是,我自己的卧室,很舒适,很舒适,很舒适,很舒适,有,我坐着时面对窗,很流畅,笔记本电脑,很关心,几乎总是,从不,从不,有时候,很少,很少,经常,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,经常,很少,很少,总是,总是,总是
女,7,6,是,书房,一般,舒适,很舒适,一般,有,我坐着时面对窗,流畅,台式电脑,很关心,有时候,很少,几乎从不,很少,很少,有时候,经常,有时候,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,有时候,总是,几乎总是,很少,很少,几乎总是,几乎总是,几乎总是
男,7,3,是,书房,一般,一般,非常不舒适,有点舒适,有,我周围没有窗,有点不流畅,笔记本电脑,很关心,经常,经常,经常,有时候,有时候,很少,有时候,经常,经常,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,有时候,有时候,经常,经常,经常
女,7,6,是,我自己的卧室,一般,有点不舒适,一般,一般,有,我坐着时面对窗,有点不流畅,笔记本电脑,不太关心,很少,经常,经常,经常,经常,有时候,很少,很少,几乎总是,经常,总是,有时候,有时候,经常,几乎总是,总是,总是,经常,有时候,经常,有时候,很少,几乎从不,很少,很少,几乎总是
男,7,5,是,我自己的卧室,很舒适,舒适,很舒适,舒适,有,我周围都是窗,很流畅,台式电脑,很关心,几乎总是,从不,几乎从不,几乎从不,几乎从不,几乎总是,总是,几乎总是,总是,几乎总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,几乎总是,几乎总是,几乎总是,总是,总是,总是
女,7,4,是,客厅,有点舒适,有点舒适,有点不舒适,有点舒适,有,我周围没有窗,流畅,台式电脑,有点关心,有时候,有时候,有时候,有时候,有时候,几乎从不,几乎从不,很少,总是,有时候,几乎从不,经常,经常,经常,经常,有时候,经常,经常,从不,经常,很少,从不,从不,有时候,有时候,有时候
女,7,3,是,书房,很舒适,一般,很舒适,很舒适,有,我坐着时侧对着窗,很流畅,台式电脑,很关心,经常,很少,经常,有时候,有时候,有时候,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,有时候,总是,总是,总是
男,7,3,是,我自己的卧室,一般,不舒适,不舒适,不舒适,有,我坐着时侧对着窗,很不流畅,笔记本电脑,有点关心,有时候,从不,从不,从不,从不,从不,从不,经常,从不,几乎总是,几乎总是,几乎总是,经常,经常,有时候,很少,有时候,经常,很少,从不,从不,从不,从不,有时候,有时候,有时候
男,7,3,是,我自己的卧室,舒适,很舒适,很舒适,舒适,有,我坐着时侧对着窗,很流畅,笔记本电脑,很关心,有时候,几乎从不,几乎从不,几乎从不,几乎从不,几乎从不,有时候,经常,总是,几乎总是,总是,总是,总是,经常,经常,经常,经常,经常,几乎从不,总是,很少,几乎从不,几乎从不,经常,经常,经常
男,7,5,是,我自己的卧室,舒适,很舒适,很舒适,很舒适,有,我坐着时面对窗,很流畅,平板,关心,经常,从不,有时候,有时候,有时候,几乎从不,有时候,有时候,有时候,经常,经常,几乎总是,几乎总是,总是,总是,总是,总是,总是,几乎总是,总是,总是,几乎总是,几乎总是,总是,总是,总是
女,7,6,是,我自己的卧室,一般,有点不舒适,舒适,一般,有,我坐着时侧对着窗,流畅,台式电脑,一般,有时候,从不,从不,从不,很少,有时候,有时候,经常,经常,总是,总是,总是,总是,经常,经常,经常,经常,经常,几乎总是,经常,有时候,有时候,很少,有时候,有时候,有时候
男,7,5,是,我自己的卧室,一般,有点舒适,舒适,有点不舒适,有,我坐着时面对窗,流畅,笔记本电脑,有点关心,很少,很少,从不,从不,从不,很少,有时候,几乎从不,有时候,经常,几乎总是,几乎总是,几乎总是,总是,几乎总是,几乎总是,几乎总是,几乎总是,经常,有时候,几乎总是,几乎总是,总是,几乎总是,几乎总是,几乎总是
男,7,4,是,我自己的卧室,一般,一般,一般,一般,有,我坐着时面对窗,有点不流畅,笔记本电脑,很关心,从不,从不,从不,从不,从不,有时候,有时候,从不,从不,有时候,有时候,有时候,有时候,经常,经常,从不,经常,经常,从不,从不,从不,从不,从不,有时候,有时候,经常
女,7,3,是,我自己的卧室,舒适,一般,舒适,一般,有,我坐着时侧对着窗,有点不流畅,笔记本电脑,一般,经常,经常,有时候,有时候,有时候,几乎从不,几乎从不,经常,经常,经常,几乎总是,几乎总是,几乎总是,总是,几乎总是,有时候,几乎总是,几乎总是,几乎总是,几乎总是,经常,有时候,几乎从不,有时候,有时候,几乎总是
男,7,4,是,我自己的卧室,舒适,很舒适,很舒适,很舒适,有,我坐着时侧对着窗,很流畅,手机,关心,经常,从不,从不,从不,从不,经常,总是,有时候,总是,几乎总是,经常,经常,经常,经常,经常,总是,总是,总是,总是,总是,总是,经常,经常,总是,总是,总是
女,7,4,是,我自己的卧室,很舒适,舒适,很舒适,很舒适,有,我坐着时侧对着窗,很流畅,平板,关心,几乎从不,从不,从不,从不,从不,从不,总是,总是,总是,有时候,几乎总是,几乎总是,总是,经常,经常,总是,有时候,很少,总是,总是,有时候,从不,从不,几乎总是,很少,几乎总是
女,7,4,是,书房,很舒适,很舒适,很舒适,很舒适,有,我坐着时侧对着窗,很流畅,笔记本电脑,一般,经常,从不,从不,几乎总是,经常,从不,总是,经常,总是,有时候,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是
男,7,6,是,书房,很舒适,很舒适,很舒适,很舒适,有,我坐着时侧对着窗,流畅,笔记本电脑,很关心,很少,有时候,有时候,有时候,有时候,几乎从不,几乎总是,几乎总是,总是,几乎总是,几乎总是,几乎总是,几乎总是,几乎总是,总是,总是,总是,总是,总是,几乎总是,几乎总是,几乎总是,有时候,总是,几乎总是,总是
男,7,3,是,书房,舒适,舒适,舒适,舒适,有,我坐着时面对窗,流畅,台式电脑,关心,经常,有时候,几乎从不,有时候,很少,经常,有时候,总是,总是,总是,总是,总是,经常,经常,几乎总是,几乎总是,几乎总是,几乎总是,经常,经常,有时候,有时候,很少,经常,经常,经常
女,7,4,是,我自己的卧室,很舒适,很舒适,很舒适,很舒适,有,我坐着时侧对着窗,很流畅,台式电脑,很关心,几乎总是,几乎从不,从不,有时候,有时候,有时候,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是,总是
女,7,5,是,餐厅,很舒适,舒适,一般,有点舒适,有,我坐着时侧对着窗,流畅,台式电脑,有点关心,几乎总是,几乎总是,有时候,几乎总是,总是,几乎总是,几乎总是,几乎总是,经常,有时候,经常,经常,总是,总是,几乎总是,总是,总是,几乎总是,几乎总是,总是,几乎总是,经常,经常,经常,经常,有时候
